이민홍,뜨거운 강,kbs2,1986-08-06,,형사 25시,kbs2,1986-10-23,,지구인,kbs2,1990-06-27,,레테의 연가,kbs2,1991-02-06,,가까운 골짜기,kbs2,1991-07-10,,돛배를 찾아서,kbs2,1992-08-12,,살아남은 자의 슬픈,kbs2,1993-08-25,,갈채,kbs2,1995-03-08,,학교1,kbs2,1999-02-22,,성난 얼굴로 돌아봐라,kbs2,2000-02-28,,쿨,kbs2,2001-07-09,,어여쁜 당신,kbs1,2005-02-14,,헬로! 애기씨,kbs2,2007-03-19,16.1,2009 전설의 고향,kbs2,2009-08-10,6.4,학교 2013,kbs2,2012-12-03,15.8,,,,,,,,,,,,,,,,,,,,,,,,
이소연,알게 될거야,kbs2,2004-06-06,,살아가는 동안 후회할 줄 알면서 저지르는 일들 ,kbs2,2008-06-09,5.1,동안미녀,kbs2,2011-05-02,16.2,광고천재 이태백,kbs2,2013-02-04,6.3,총리와 나,kbs2,2013-12-09,8.9,무림학교,kbs2,2016-01-11,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이은미,하이 스쿨 : 러브온,kbs2,2014-07-11,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이은진,제빵왕 김탁구,kbs2,2010-06-09,49.3,영광의 재인,kbs2,2011-10-12,20.1,트로트의 연인,kbs2,2014-06-23,9.2,발칙하게 고고,kbs2,2015-10-05,4.3,동네변호사 조들호1,kbs2,2016-03-28,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이응복,상두야 학교 가자,kbs2,2003-09-15,,쾌걸춘향,kbs2,2005-01-03,32.2,슬픔이여 안녕,kbs2,2005-06-11,30.4,TV소설 순옥이,kbs1,2006-11-06,21.4,TV소설 큰 언니,kbs1,2008-06-09,17.5,2009 전설의 고향,kbs2,2009-08-10,6.4,명가,kbs1,2010-01-02,14.2,드림하이,kbs2,2011-01-03,17.9,드림하이2,kbs2,2012-01-30,10.5,학교 2013,kbs2,2012-12-03,15.8,비밀,kbs2,2013-09-25,18.9,연애의 발견,kbs2,2014-08-18,7.7,태양의 후예,kbs2,2016-02-24,38.8,도깨비,tvn,2016-12-02,20.5,미스터 션샤인,tvn,2018-07-07,18.1,,,,,,,,,,,,,,,,,,,,,,,,
이재상,학교3,kbs2,2000-03-05,,고독,kbs2,2002-10-21,,백설공주,kbs2,2004-03-15,,두번째 프러포즈,kbs2,2004-09-08,,새아빠는 스물아홉,kbs2,2005-02-10,,봄의 왈츠,kbs2,2006-03-06,12.5,달자의 봄,kbs2,2007-01-03,19.9,아빠 셋 엄마 하나,kbs2,2008-04-02,13.3,TV소설 큰 언니,kbs1,2008-06-09,17.5,솔약국집 아들들,kbs2,2009-04-11,44.2,구미호 : 여우누이뎐,kbs2,2010-07-05,13.1,사랑을 믿어요,kbs2,2011-01-01,31.2,예쁜 남자,kbs2,2013-11-20,6.3,트로트의 연인,kbs2,2014-06-23,9.2,아버지가 이상해,kbs2,2017-03-04,36.5,한 번 더 ㄷ녀왔습니다,kbs2,2020-03-28,37,,,,,,,,,,,,,,,,,,,,
이재훈,TV소설 복희 누나,kbs2,2011-11-07,15.8,굿 닥터,kbs2,2013-08-05,21.5,정도전,kbs1,2014-01-04,19.8,김과장,kbs2,2017-01-25,18.4,오늘이 탐정,kbs2,2018-09-05,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이정미,내일도 칸타빌레,kbs2,2014-10-13,8.5,천상의 약속,kbs2,2016-02-01,21.3,너의 노래를 들려줘,kbs2,2019-08-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이정섭,어여쁜 당신,kbs1,2005-02-14,,경성스캔들,kbs2,2007-06-06,10,쾌도 홍길동,kbs2,2008-01-02,16.9,내사랑 금지옥엽,kbs2,2008-10-04,32.5,천하무적 이평강,kbs2,2009-11-09,9.4,제빵왕 김탁구,kbs2,2010-06-09,49.3,영광의 재인,kbs2,2011-10-12,20.1,울랄라 부부,kbs2,2012-10-01,14.5,힐러,kbs2,2014-12-08,10.3,동네변호사 조들호 1,kbs2,2016-03-28,17.3,7일의 왕비,kbs2,2017-05-31,7.7,"단, 하나의 사랑",kbs2,2019-05-22,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이진서,그녀가 돌아왔다,kbs2,2005-06-27,,최강칠우,kbs2,2008-06-17,14.7,TV소설 청춘예찬,kbs1,2009-01-05,11.8,부자의 탄생,kbs2,2010-03-01,17,동안미녀,kbs2,2011-05-02,16.2,천명,kbs2,2013-04-24,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이현석,본 어게인,kbs2,2020-04-20,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이형민,겨울연가,kbs2,2002-01-14,28.8,상두야 학교 가자,kbs2,2003-09-15,,"미안하다, 사랑한다",kbs2,2004-11-08,27,눈의 여왕,kbs2,2006-11-13,10.8,나쁜 남자,sbs,2010-05-26,14.2,한반도,TV조선,2012-02-06,,오렌지 마말레이드,kbs2,2015-05-15,4.9,욱씨남정기,jtbc,2016-03-18,3.2,힘쎈여자 도봉순,jtbc,2017-02-24,9.7,우리가 만난 기적,kbs2,2018-04-02,13.1,나의 위험한 아내,mbn,2020-10-05,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
이호,그놈이 그놈이다,kbs2,2020-07-06,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
임세준,파랑새의 집,kbs2,2015-02-21,27.5,마스터 - 국수의 신,kbs2,2016-04-27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전기상,사랑의 인사,kbs2,1994-11-01,,파파,kbs2,1996-01-03,,내안의 천사,kbs2,1997-01-06,,완벽한 남자를 만나는 방법,kbs2,1997-11-17,,RNA,kbs2,2000-07-10,30.6,보디가드,kbs2,2003-07-05,,쾌걸춘향,kbs2,2005-01-03,32.2,마이걸,sbs,2005-12-14,24,마녀유희,sbs,2007-03-21,14.9,꽃보다 남자,kbs2,2009-01-05,32.9,아름다운 그대에게,sbs,2012-08-15,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전산,내일은 사랑,kbs2,1992-11-10,,젊은이의 양지,kbs2,1995-05-06,,파랑새는 있다,kbs2,1997-04-26,,맨발의 청춘,kbs2,1998-02-02,,천사의 키스,kbs2,1998-12-14,,적도의 남자,kbs2,2012-03-21,15.2,루비반지,kbs2,2013-08-19,24.6,복면검사,kbs2,2015-05-20,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전우성,아줌마가 간다,kbs2,2006-11-13,21.1,대왕세종,kbs2,2008-01-05,23,명가,kbs1,2010-01-02,14.2,로맨스 타운,kbs2,2011-05-11,14.1,울랄라 부부,kbs2,2012-10-01,14.5,오늘부터 사랑해,kbs2,2015-04-06,18.2,천상의 약속,kbs2,2016-02-01,21.3,최강 배달꾼,kbs2,2017-08-04,7.7,당신의 하우스헬퍼,kbs2,2018-07-04,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
전창근,애정의 조건,kbs2,2004-03-20,45.4,알게 될거야,kbs2,2004-06-06,,부활,kbs2,2005-06-01,25,TV소설 아름다운 시절,kbs1,2007-11-12,16.6,내사랑 금지옥엽,kbs2,2008-10-04,32.5,우리집 여자들,kbs1,2011-05-16,26.8,직장의 신,kbs2,2013-04-01,14.6,가족끼리 왜 이래,kbs2,2014-08-16,43.3,더 패키지,jtbc,2017-10-13,2.4,쌍갑포차,jtbc,2020-05-20,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정정화,꽃미남 라면가게,tvn,2011-10-31,,이웃집 꽃미남,tvn,2013-01-07,1.6,예쁜 남자,kbs2,2013-11-20,6.3,절대그이,sbs,2019-05-15,3.5,바람이 분다,jtbc,2019-05-27,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
정해룡,TV소설 모정의 강,kbs1,1997-11-03,,학교1,kbs2,1999-02-22,,학교4,kbs2,2001-04-08,,TV소설 분이,kbs1,2003-04-21,,웨딩,kbs2,2005-08-23,14.2,투명인간 최장수,kbs2,2006-07-05,18.3,며느리 전성시대,kbs2,2007-07-28,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
조웅,우리가 만난 기적,kbs2,2018-04-02,13.1,저스티스,kbs2,2019-07-17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지병현,쾌걸춘향,kbs2,2005-01-03,32.2,일단뛰어,kbs2,2006-11-23,6.5,싱글파파는 열애중,kbs2,2008-02-18,5.9,열혈장사꾼,kbs2,2009-10-10,12.5,사랑하길 잘했어,kbs2,2010-10-25,12.3,빅,kbs2,2012-06-04,11.1,파랑새의 집,kbs2,2015-02-21,27.5,어서와,kbs2,2020-03-25,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
지영수,오! 필승 봉순영,kbs2,2004-09-13,,안녕하세요 하느님,kbs2,2006-01-09,11.1,꽃 찾으러 왔단다,kbs2,2007-05-14,7.3,아가씨를 부탁해,kbs2,2009-08-19,18.3,빅맨,kbs2,2014-04-28,12.6,순정에 반하다,jtbc,2015-04-03,1.7,나인룸,tvn,2018-10-06,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
진형욱,사랑은 이런거야,kbs1,2001-10-29,,꽃피는 봄이 오면,kbs2,2007-01-15,16.4,착한여자 백일홍,kbs2,2007-10-01,14.8,수상한 삼형제,kbs2,2009-10-17,43.5,당신 뿐이야,kbs1,2011-11-07,24.8,왕가네 식구들,kbs2,2013-08-31,48.3,당신만이 내사랑,kbs1,2014-11-24,31.5,내 남자의 비밀,kbs2,2017-09-18,21.8,왜그래 풍상씨,kbs2,2019-01-09,22.7,본 어게인,kbs2,2020-04-20,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
차영훈,하늘만큼 땅만큼,kbs1,2007-01-15,35.9,각시탈,kbs2,2012-05-30,22.9,상어,kbs2,2013-05-27,10.7,조선총잡이,kbs2,2014-06-25,12.8,왕의 얼굴,kbs2,2014-11-19,9.1,백희가 돌아왔다,kbs2,2016-06-06,10.4,함부로 애틋하게,kbs2,2016-07-06,12.9,너도 인간이니,kbs2,2018-06-04,9.9,동백꽃 필 무렵,kbs2,2019-09-18,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
최상열,너의 노래를 들려줘,kbs2,2019-08-05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
최성범,달려라 울엄마,kbs2,2003-06-09,,달래네 집,kbs2,2004-05-17,,올드미스 다이어리,kbs2,2004-11-22,,9회말 2아웃,mbc,2007-07-14,9.3,정글피쉬1,kbs2,2008-05-05,3.3,패밀리,kbs2,2012-08-13,10.3,오렌지 마말레이드,kbs2,2015-05-15,4.9,내 아이디는 강남미인,jtbc,2018-07-27,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
최연수,출사표,kbs2,2020-07-01,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
최윤석,어셈블리,kbs2,2015-07-15,6,김과장,kbs2,2017-01-25,18.4,추리의 여왕 시즌2,kbs2,2018-02-28,7.8,죽어도 좋아,kbs2,2018-11-07,4,그놈이 그놈이다,kbs2,2020-07-06,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
표민수,거짓말,kbs2,1998-03-30,,슬픈 유혹,kbs2,1999-12-26,,바보 같은 사랑,kbs2,2000-04-24,,푸른 안개,kbs2,2001-03-24,,고독,kbs2,2002-10-21,,풀하우스,kbs2,2004-07-14,40.2,넌 어느 별에서 왔니,mbc,2006-03-13,17.1,인순이는 예쁘다,kbs2,2007-11-07,10.4,그들이 사는 세상,kbs2,2008-10-27,7.7,커피하우스,sbs,2010-05-17,10.1,넌 내게 반했어,mbc,2011-06-29,7.6,꽃미남 라면가게,tvn,2011-10-31,,아이리스2,kbs2,2013-02-13,14.4,호구의 사랑,tvn,2015-02-09,1.4,프로듀사,kbs2,2015-05-15,17.7,제3의 매력,jtbc,2018-09-28,3.4,,,,,,,,,,,,,,,,,,,,
하병훈,마음의 소리,kbs2,2016-11-07,5.7,고백부부,kbs2,2017-10-13,7.3,18 어게인,jtbc,2020-09-21,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한상우,미우나 고우나,kbs1,2007-09-03,44.2,파트너,kbs2,2009-06-24,12.7,우리집 여자들,kbs1,2011-05-16,26.8,적도의 남자,kbs2,2012-03-21,15.2,내일도 칸타빌레,kbs2,2014-10-13,8.5,착하지 않은 여자들,kbs2,2015-02-25,13.7,흑기사,kbs2,2017-12-06,13.9,동네변호사 조들호2 : 죄와벌,kbs2,2019-01-07,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
한준서,정 때문에,kbs2,1997-03-03,48.7,학교2,kbs2,1999-05-08,,불멸의 이순신,kbs1,2004-09-04,33.1,도망자 이두용,kbs2,2006-09-27,7.2,경성스캔들,kbs2,2007-06-06,10,강적들,kbs2,2008-04-14,9.4,내사랑 금지옥엽,kbs2,2008-10-04,32.5,아내와 여자,kbs2,2008-10-20,13.1,부자의 탄생,kbs2,2010-03-01,17,사랑은 뷰티풀 인생은 원더풀,kbs2,2019-09-28,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
함영훈,열여덟 스물아홉,kbs2,2005-03-07,18.5,미스터 굿바이,kbs2,2006-05-22,15,헬로! 애기씨,kbs2,2007-03-19,16.1,얼렁뚱땅 흥신소,kbs2,2007-10-08,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
홍석구,안녕하세요 하느님,kbs2,2006-01-09,11.1,우리를 행복하게 하는 몇 가지 질문,kbs2,2007-05-30,8.8,"경숙이, 경숙아버지",kbs2,2009-01-21,13.5,2009 전설의 고향,kbs2,2009-08-10,6.4,매리는 외박중,kbs2,2010-11-08,9,"힘내요, 미스터 김!",kbs1,2012-11-05,30.8,골든 크로스,kbs2,2014-04-09,11.3,완벽한 아내,kbs2,2017-02-27,6.4,하나뿐인 내편,kbs2,2018-09-15,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황승기,라디오 로맨스,kbs2,2018-01-29,5.6,저스티스,kbs2,2019-07-17,7,출사표,kbs2,2020-07-01,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
황의경,학교1,kbs2,1999-02-22,,웨딩,kbs2,2005-08-23,14.2,소문난 칠공주,kbs2,2006-04-01,44.4,미스터 굿바이,kbs2,2006-05-22,15,강적들,kbs2,2008-04-14,9.4,그들이 사는 세상,kbs2,2008-10-27,7.7,파트너,kbs2,2009-06-24,12.7,로맨스 타운,kbs2,2011-05-11,14.1,TV소설 복희 누나,kbs2,2011-11-07,15.8,난폭한 로맨스,kbs2,2012-01-04,7.1,빅,kbs2,2012-06-04,11.1,울랄라 부부,kbs2,2012-10-01,14.5,학교 2013,kbs2,2012-12-03,15.8,직장의 신,kbs2,2013-04-01,14.6,상어,kbs2,2013-05-27,10.7,비밀,kbs2,2013-09-25,18.9,매드독,kbs2,2017-10-11,9.7,같이 살래요,kbs2,2018-03-17,36.9,하나뿐인 내편,kbs2,2018-09-15,49.4,땐뽀걸즈,kbs2,2018-12-03,3.5,닥터 프리즈너,kbs2,2019-03-20,15.8
황인혁,꽃보다 아름다워,kbs2,2004-01-01,,굿바이 솔로,kbs2,2006-03-01,16.2,열아홉 순정,kbs1,2006-05-22,43.2,얼렁뚱땅 흥신소,kbs2,2007-10-08,5.2,천추태후,kbs2,2009-01-03,23.1,성균관 스캔들,kbs2,2010-08-30,14.3,스파이 명월,kbs2,2011-07-11,9.6,어셈블리,kbs2,2015-07-15,6,월계수 양복점 신사들,kbs2,2016-08-27,36.2,닥터 프리즈너,kbs2,2019-03-20,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
