title,genre1,genre2,start_date,end_date,day,time,num_eps,channel,next_drama,overview,pd1,pd2,pd3,wr1,wr2,wr3,ac1,ac2,ac3,ac4,first_rate,avg_rate,rate_25,prev,prev_25
에어시티,,,2007-05-19,2007-07-08,"토, 일",오후 9:40,16,mbc,,"여권 위조와 마약 밀수, 신기술 반출 등 공항에서 일어날 수 있는 각종 사건을 국정원 요원과 공항 직원들이 해결해나가는 과정을 그린 드라마",임태우,,,이선희,이서윤,이명희,최지우,이정재,이진욱,문정희,,,,,
메리대구 공방전,,,2007-05-16,2007-07-05,"수, 목",오후 9:55,16,mbc,,뮤지컬 배우 지망생인 메리와 무협소설가 대구가 만나 펼치는 요절복통 로맨스를 그린 드라마,고동선,,,김인영,,,이하나,지현우,이민우,왕빛나,,,,,
쩐의 전쟁,범죄,서스펜스,2007-05-16,2007-07-05,"수, 목",오후 9:55,20,sbs,,돈에 복수하려다 돈의 노예가 되어버린 한 남자의 휴먼스토리를 그린 드라마,장태유,,,이향희,,,박신양,박진희,김정화,신동욱,,,,,
꽃 찾으러 왔단다,,,2007-05-14,2007-07-03,"월, 화",오후 9:55,16,kbs2,,자신이 불치병에 걸린 사실을 모르는 순진한 청년과 돈밖에 모르는 장의사집 딸 하나의 사랑을 그린 드라마,지영수,,,윤성희,,,차태현,강혜정,김지훈,공현주,,,,,
달려라! 고등어,시트콤,,2007-05-12,2007-06-30,토,오후 4:40,8,sbs,,퇴학 직전 반항아의 파란만장 학교 생존기를 그린 드라마,김용재,최영훈,김홍선,박재현,백지현,,이민호,문채원,정윤조,권율,,,,,
신 현모양처,,,2007-05-28,2007-06-26,"월, 화",오후 9:55,10,mbc,,"주부들이 살림, 육아, 재테크 등 모든 면에서 뛰어난 이른바 '신 현모양처'가 되기를 은연중에 강요하는 현대 사회의 일면을 꼬집는 코믹드라마",이재원,,,윤영미,,,강성연,김호진,김태연,김남진,,,,,
내 남자의 여자,,,2007-04-02,2007-06-19,"월, 화",오후 9:55,24,sbs,,미망인 이화영이 여고동창생 천사표 아내 김지수의 남편 홍준표와 불륜에 빠지게 되면서 일어나는 일들을 그린 드라마,정을영,,,김수현,,,김희애,김상중,배종옥,김영애,,,,,
연인이여,,,2007-03-30,2007-06-01,금,오후 8:55,20,sbs,,잘못된 결혼 후 오랜 시간 고통을 겪는 네 남녀의 모습을 그린 드라마,강신효,,,한준영,,,윤손하,유오성,김서형,이형철,,,,,
푸른 물고기,,,2007-04-07,2007-05-27,"토, 일",오후 9:55,16,sbs,,부모의 반대로 사랑을 이루지 못하는 두 남녀가 꿋꿋하게 사랑을 키워가는 이야기,김수룡,,,구선경,,,고소영,박정철,박한별,류태준,,,,,
마왕,미스터리,수사물,2007-03-21,2007-05-24,"수, 목",오후 9:55,20,kbs2,,소년시절 비극적인 사건으로 숙명적 대결을 펼치는 두 남자와 사이코 메트리 능력을 가진 초능력자 여자에 관한 이야기를 그린 드라마,박찬홍,,,김지우,,,엄태웅,신민아,주지훈,박그리나,,,,,
히트,범죄,수사,2007-03-19,2007-05-22,"월, 화",오후 9:55,20,mbc,,연쇄 살인범을 추적하는 형사들의 갈등과 노력을 담은 드라마,유철용,,,김영현,박상연,,고현정,하정우,김정민,윤지민,,,,,
케세라세라,,,2007-03-17,2007-05-13,"토, 일",오후 9:45,17,mbc,,백화점과 패션업계를 무대로 네 주인공의 일과 사랑을 그리는 드라마,김윤철,,,도현정,,,에릭,정유미,이규한,윤지혜,,,,,
고맙습니다,,,2007-03-21,2007-05-10,"수, 목",오후 9:55,16,mbc,,세상을 향해 마음을 닫아버린 유능한 의사 민기서와 아이가 에이즈에 걸렸지만 희망을 잃지 않고 씩씩하게 살아가는 이영신이 서로에게 기적이 되어주는 이야기,이재동,,,이경희,,,장혁,공효진,신성록,서신애,,,,,
마녀유희,,,2007-03-21,2007-05-10,"수, 목",오후 9:55,16,sbs,,일에는 성공했지만 사랑에서는 성공하지 못한 여자의 이야기를 그린 드라마,전기상,,,김원진,,,한가인,재희,김정훈,전혜빈,,,,,
헬로! 애기씨,,,2007-03-19,2007-05-08,"월, 화",오후 9:55,16,kbs2,,종갓집 애기씨 수하가 화안당을 지키기 위해 고군분투하는 내용을 그린 드라마,이민홍,,,박영숙,,,이다해,이지훈,하석진,연미주,,,,,
사랑에 미치다,,,2007-02-03,2007-04-01,"토, 일",오후 9:55,16,sbs,,사랑하는 연인을 잃은 항공엔지니어 진영이 세월이 지난 뒤 연인을 죽게 한 남자를 우연히 만나 사랑하게 되면서 벌어지는 일들을 그린 드라마,손정현,,,권기영,,,이미연,윤계상,이종혁,고준희,,,,,
사랑하는 사람아,,,2007-01-15,2007-03-27,"월, 화",오후 9:55,20,sbs,,"한 부모에게서 태어났지만, 배운 것도 다르고, 자란 환경도 다른, 그래서 성품도 가치관도 다른 다섯 형제가 모여 살면서 갈등을 겪고 사랑을 나누는 과정을 통해, 감동과 재미를 주고 이를 통해 가슴 찡한 가족애를 느끼며 세상을 바르게 살아 가는 것의 아름다움을 느끼게 하는 드라마",정세호,김홍선,윤류해,최윤정,,,김동완,한은정,조동혁,홍경민,,,,,
사랑한다면 이들처럼,,,2007-03-23,2007-03-23,금,오후 8:55,2,sbs,,시한부 인생을 선고받은 가수 지망생을 둘러싼 엇갈린 그들의 사랑이야기,차은택,,,,,,이효리,이동건,정준호,이범수,,,,,
소금인형,,,2007-01-12,2007-03-16,금,오후 8:55,20,sbs,,"남편의 수술비를 위해 자신을 짝사랑했던 남자와 동침을 한 아내, 이런 아내의 사랑을 깊게 느끼면서도 아내를 포용할 수 없었던 남편의 이야기를 다룬 정통 멜로 드라마",박경렬,,,박언희,,,황수정,김영호,김유석,정애연,,,,,
궁S,판타지,로맨스,2007-01-10,2007-03-15,"수, 목",오후 9:55,20,mbc,,"대한민국이 여제 입헌군주국이라는 전제로, 평범한 소시민 출신의 주인공을 궁에 입궁시킨 후 벌어지는 이야기",황인뢰,김수영,,이재순,도영명,,세븐,허이재,송용식,박신혜,,,,,
달자의 봄,로맨스,코미디,2007-01-03,2007-03-15,"수, 목",오후 9:55,22,kbs2,,21세기를 살아가는 삼십대 노쳐녀들의 이야기,이재상,,,강은경,,,채림,이민기,이현우,이혜영,,,,,
외과의사 봉달희,의학,,2007-01-17,2007-03-15,"수, 목",오후 9:55,18,sbs,,심장병력 등 여러 핸디캡을 안고 있는 지방의대 출신 흉부외과 레지던트 일 년 차 봉달희와 동료 레지던트들의 일 년 차 수련기를 그린 드라마,김형식,,,이정선,,,이요원,이범수,김민준,오윤아,,,,,
꽃피는 봄이 오면,,,2007-01-15,2007-03-13,"월, 화",오후 9:55,16,kbs2,,"전과자 집안 출신 검사 이정도, 세상이 구질구질하다 느끼지만 가수의 꿈을 가지고 있는 문채리, 냉철한 검사 김준기, 아픔을 가지고 있는 형사 오영주. 이 4명의 사람들이 한 동네에서 살면서 벌어지는 일들을 담은 따뜻한 드라마",진형욱,,,권민수,,,박건형,이하나,박시연,김남길,,,,,
하얀거탑,의학,,2007-01-06,2007-03-11,"토, 일",오후 9:40,20,mbc,,대학병원을 배경으로 권력에 대한 야망을 가진 천재 의사 장준혁의 끝없는 질주와 종말을 그린 드라마,안판석,,,이기원,,,김명민,이선균,차인표,송선미,,,,,
가족연애사 2,,,2007-01-05,2007-01-26,금,오전 0:00,8,ocn,,삼형제의 연애담과 성적 환상을 코믹하게 다룬 드라마,김성덕,,,,,,한상규,이의정,윤기원,한태수,,,,,
대조영,사극,,2006-09-16,2007-12-23,"토, 일",오후 9:40,134,kbs1,,우리 역사의 변방으로 인식되어온 발해와 탁월한 리더쉽으로 발해를 건국한 대조영의 삶을 그리는 드라마,김종선,,,장영철,,,최수종,정보석,이덕화,박예진,,,,,
거침없이 하이킥,시트콤,,2006-11-06,2007-07-13,월~금,오후 8:20,167,mbc,,3대가 모여 사는 가족의 일상을 코믹하게 다룬 시트콤,김병욱,김창동,김영기,송재정,이영철,이소정,이순재,나문희,박해미,정준하,,,,,
연개소문,사극,,2006-07-08,2007-06-17,"토, 일",오후 8:45,100,sbs,,고구려 후기부터 고구려의 멸망까지 연개소문의 생애를 그린 드라마,이종한,,,이환경,,,유동근,이태곤,이효정,황인영,,,,,
아줌마가 간다,,,2006-11-13,2007-05-19,월~토,오전 9:00,162,kbs2,,천박하고 무식하다고 구박 받는 아내에서 유명인사로 성공하는 오님의 고군분투기를 그린 드라마,김명욱,,,문은아,권도희,,양정아,이세창,이필모,독고영재,,,,,
TV소설 순옥이,,,2006-11-06,2007-04-28,월~토,오전 8:05,150,kbs1,,이란성 쌍둥이의 딸로 태어났지만 함께 태어난 사내아이의 앞길을 가로막는다는 이유로 버려진 여자의 이야기,신현수,,,황순영,,,최자혜,황동주,강도한,박나은,,,,,
사랑도 미움도,멜로,,2006-12-04,2007-04-21,월~토,오전 8:30,120,sbs,,아내와 불륜녀 입장이었던 여자들이 동서관계로 얽히게 되면서 벌어지는 일들을 그린 드라마,배태섭,,,이근영,,,이아현,이자영,오대규,오민석,,,,,
일단뛰어,청춘,,2006-11-23,2007-04-19,목,오후 8:55,21,kbs2,,매주 새롭게 벌어지는 사건을 통해 자신의 직업에 대한 깨달음을 얻게 되는 초임 순경들과 젊은 경찰들의 이야기,김정민,지병현,,황다은,이명숙,안형란,김지석,류현경,최진혁,장효진,,,,,
있을 때 잘해,,,2006-07-17,2007-03-09,월~금,오전 7:50,169,mbc,,"이혼율이 높아진 상황 속에서, 아직도 수많은 여성들이 그늘에 가려진 채 겪고 있는 이혼, 그 후의 문제점들, 이혼의 후유증과 상처를 오순애라는 주인공을 통해 면밀히 짚어보는 드라마",장근수,김우선,,서영명,,,하희라,김윤석,변우민,지수원,,,,,
주몽,판타지,사극,2006-05-15,2007-03-06,"월, 화",오후 9:55,81,mbc,,"고조선 멸망 시기부터 고구려 건국 시기까지를 배경으로, 주몽의 일대기를 그린 드라마",이주환,김근홍,,최완규,정형수,,송일국,한혜진,김승수,전광렬,,,,,
성장드라마 반올림# 3,,,2006-03-05,2007-02-25,일,오전 8:50,50,kbs2,,"문제아들만 모아놓은 특별반에 어처구니없는 실수로 배정 받은 서준영이 반 친구들과 겪는 우정과 사랑, 성장통을 그린 드라마",박기현,김상휘,최세경,윤지련,김경희,임은하,서준영,다야,민우,장아영,,,,,
누나,,,2006-08-12,2007-02-18,"토, 일",오후 7:55,55,mbc,,"3남매의 맏이로, 유복한 환경에서 성장했지만 예기치 못한 사고로 부친을 잃고, 어린 동생들과 세상에 내던져진 20대 여성의 이야기를 그린 드라마",오경훈,,,김정수,,,송윤아,김성수,허영란,강경준,,,,,
게임의 여왕,복수,,2006-11-18,2007-01-28,"토, 일",오후 9:55,20,sbs,,복수를 위해 만난 원수의 딸을 사랑하게 된 남자와 복수극을 눈치채고 배신감에 복수의 게임을 시작하는 한 여자의 이야기,오세강,,,이유진,,,주진모,이보영,최준용,수현,,,,,
열아홉 순정,,,2006-05-22,2007-01-12,월~금,오후 8:25,167,kbs1,,국제결혼을 하기위해 남한으로 넘어 온 연변처녀 국화가 예기치 못한 시련을 겪고 성장해 나가는 이야기를 그린 드라마,정성효,황인혁,,구현숙,,,구혜선,이민우,서지석,이윤지,,,,,
연인,멜로,폭력,2006-11-08,2007-01-11,"수, 목",오후 9:55,20,sbs,,조폭인 남자와 똑순이 여의사의 짧고 강렬한 사랑 이야기,신우철,,,김은숙,,,이서진,김정은,정찬,김규리,,,,,
눈꽃,,,2006-11-20,2007-01-09,"월, 화",오후 9:55,16,sbs,,평범한 아내로 살아왔던 여자가 이혼 후 소설가로서 성공적인 삶을 살고 있던 중 의사로부터 췌장암 선고를 받게 되면서 일어나는 이야기,이종수,,,박진우,,,김희애,고아라,이재룡,김기범,,,,,
눈의 여왕,판타지,멜로,2006-11-13,2007-01-08,"월, 화",오후 9:55,16,kbs2,,한 때 천재였던 권투선수와 난치병을 앓고 있는 부잣집 딸의 사랑 이야기,이형민,,,김은희,윤은경,,현빈,성유리,임주환,유인영,,,,,
마이 러브,,,2006-10-27,2007-01-05,금,오후 8:55,21,sbs,,네 아이를 가진 싱글맘과 바람둥이 1등 신랑감과의 로맨스를 그린 드라마,정효,,,정성주,,,신애라,이창훈,이윤미,장현성,,,,,
"90일, 사랑할 시간",,,2006-11-15,2007-01-04,"수, 목",오후 9:55,16,mbc,,췌장암으로 3개월의 시한부 인생을 사는 대학전임강사 현지석과 그의 첫사랑인 시트콤 작가 고미연의 안타까운 사랑이야기를 다룬 멜로드라마,오종록,,,박해영,,,강지환,김하늘,정혜영,윤희석,,,,,
소문난 칠공주,,,2006-04-01,2006-12-31,"토, 일",오후 7:55,80,kbs2,,현재 우리가 살고 있는 이 시대 여자들의 모습을 대변하는 성격과 개성이 다른 네 자매의 이야기를 담은 드라마,배경수,,,문영남,,,김혜선,이태란,최정원,신지수,,,,,
얼마나 좋길래,,,2006-07-03,2006-12-29,월~금,오후 8:20,125,mbc,,앙숙인 두 집안의 남녀가 부모의 반대에도 불구하고 사랑을 나누게 되고 결국 두 집안의 화해를 이끌어내 가정의 소중함을 일깨워 주는 드라마,김경희,박홍균,,소현경,,,김지훈,조여정,정찬,윤세아,,,,,
황진이,퓨전 사극,,2006-10-11,2006-12-28,"수, 목",오후 9:55,24,kbs2,,조선시대 중종 때의 기생이었던 황진이의 삶을 그린 드라마,김철규,,,윤선주,,,하지원,김재원,류태준,왕빛나,,,,,
기적,,,2006-12-09,2006-12-17,"토, 일",오후 9:40,4,mbc,,폐암 말기 판정을 받은 가장이 죽음 앞에서 진정한 가족과 사랑의 의미를 되찾는 과정을 담담하게 그린 드라마,박복만,,,노희경,,,장용,박원숙,정기성,사강,,,,,
환상의 커플,코미디,,2006-10-14,2006-12-03,"토, 일",오후 9:40,16,mbc,하얀거탑,오만하고 건방진 재벌 안나 조와 뻔뻔하고 단순한 장철수가 우연히 만나 안나 조의 기억상실로 인해 서로 얽히면서 벌어지는 이야기,김상호,,,홍정은,홍미란,,오지호,한예슬,김성민,박한별,,,,,
맨발의 사랑,,,2006-07-31,2006-12-02,월~토,오전 8:30,105,sbs,,평범한 미혼모의 고군분투 성공기를 그린 드라마,김정민,,,이도영,,,전혜진,임호,오유나,박준혁,,,,,
하이에나,,,2006-10-11,2006-11-30,"수, 목",오후 11:00,16,tvn,,여성의 눈으로 바라본 남성판 '섹스 앤 더 시티',조수원,,,이성은,,,김민종,소이현,윤다훈,오만석,,,,,
웃는 얼굴로 돌아보라,시트콤,,2006-07-03,2006-11-17,월~금,오후 9:25,90,kbs2,,"가족이라는 울타리 속에서 겪는 갈등과 화해, 일과 사랑 등을 가족애를 통해 극복하는 과정을 그린 시트콤",고찬수,신효정,,목연희,,,이덕화,이혜영,김형일,박상면,,,,,
사랑과 야망,시대극,,2006-02-04,2006-11-12,"토, 일",오후 9:55,81,sbs,,시대를 살아간 사람들의 이야기를 담은 드라마,곽영범,,,김수현,,,조민기,한고은,이훈,이민영,,,,,
그 여자의 선택,,,2006-05-01,2006-11-11,월~토,오전 9:00,165,kbs2,,사랑과 결혼에 대한 선택의 문제와 그 선택이 가져오는 인생의 엇갈림을 다룬 드라마,김원용,,,홍영희,,,서유정,유태웅,차서원,박민호,,,,,
여우야 뭐하니,,,2006-09-20,2006-11-09,"월, 화",오후 9:55,16,mbc,,판타지적 사랑을 꿈꾸는 노처녀와 아홉살 연하의 친구 동생과의 로맨스를 그린 드라마,권석장,,,김도우,,,고현정,천정명,조연우,고준희,,,,,
구름계단,,,2006-09-18,2006-11-07,"월, 화",오후 9:55,16,kbs2,,어려운 가정환경으로 의대 진학을 포기하고 무면허 의사가 된 젊은이가 자신의 과거를 숨기고 가짜 의사가 되는 과정에서 일어나는 이야기를 그린 드라마,김용규,,,유현주,,,신동욱,한지혜,임정은,김정현,,,,,
독신천하,,,2006-09-25,2006-11-07,"월, 화",오후 9:55,14,sbs,,독신으로 살아가는 여섯 남녀의 일과 사랑을 코믹하게 그린 드라마,김진근,,,염일호,이해정,,김유미,이현우,윤상현,문정희,,,,,
TV소설 강이 되어 만나리,,,2006-03-20,2006-11-04,월~토,오전 8:05,198,kbs1,,아버지 대부터 얽힌 인연 때문에 세 집안의 2세들이 겪는 사랑과 고뇌를 그린 드라마,김원석,전성홍,,이금림,,,김윤경,김혁,이필모,김미숙,,,,,
무적의 낙하산 요원,액션,,2006-09-06,2006-11-02,"수, 목",오후 9:55,16,sbs,,대한민국을 지키는 신입 첩보요원들의 활약상을 그린 드라마,이용석,,,김기호,박상희,,에릭,한지민,신성우,윤지민,,,,,
도망자 이두용,,,2006-09-27,2006-10-04,"수, 목",오후 9:55,4,kbs2,,살인죄의 누명을 쓰고 도피 생활을 하는 말단 폭력 조직원의 이야기,한준서,,,박지숙,,,홍경민,최자혜,이선균,임현식,,,,,
발칙한 여자들,,,2006-07-29,2006-09-24,"토, 일",오후 9:40,18,mbc,,"여자들이 꿈꾸는 행복, 그 뒤에 숨은 발칙한 상상을 솔직하고 유쾌하게 풀어낸 이야기를 그린 드라마",이승렬,,,문희정,,,유호정,정웅인,임지은,사강,,,,,
