title,genre1,genre2,start_date,end_date,day,time,num_eps,channel,next_drama,overview,pd1,pd2,pd3,wr1,wr2,wr3,ac1,ac2,ac3,ac4,first_rate,avg_rate,rate_25,prev,prev_25
내 생애 봄날,휴먼,멜로,2014-09-10,2014-10-30,"수, 목",오후 10:00,16,mbc,미스터 백,"시한부 인생을 살다가, 장기 이식을 통해 새 심장을 얻은 여자와 심장을 기증한 여인의 남편이 만나 특별한 사랑을 하게 되는 휴먼 멜로드라마",이재동,장준호,,박지숙,,,감우성,수영,이준혁,장신영,,,,,
다시보는 불멸의 이순신,,,2014-09-01,2014-10-28,월~목,오후 23:40,33,kbs1,,국내 최고의 이순신 전문가와 명사들이 재미있는 정보와 깊이 있는 해설로 드라마 불멸의 이순신을 재조명하는 드라마,,,,,,,김명민,최재성,이재룡,박찬환,,,,,
끝없는 사랑,시대극,신파,2014-06-21,2014-10-26,"토, 일",오후 9:55,37,sbs,미녀의 탄생,"1980년대의 삶을 살아가는 당시 사람들의 꿈과 야망, 사랑을 다룬 드라마",이현직,,,나연숙,,,황정음,류수영,정경호,차인표,,,,,
리셋,스릴러,,2014-08-24,2014-10-26,일,오후 11:00,10,ocn,닥터 프로스트,과거를 잊으려는 열혈 검사와 그 비밀을 알고 끊임없이 검사를 연쇄 살인사건으로 끌어들이려는 정체불명 X와의 대결을 그린 드라마,김평중,김용균,,장혁린,,,천정명,김소현,김소현,박원상,,,,,
야경꾼 일지,판타지,퓨전 사극,2014-08-04,2014-10-21,"월, 화",오후 10:00,24,mbc,오만과 편견,"조선 시대를 배경으로 귀신을 부정하는 자와 귀신을 이용하려는 자, 그리고 귀신을 물리치려는 자, 세 개의 세력 사이에서 펼쳐지는 이야기를 경쾌한 감각으로 그려낸 판타지 로맨스 활극",이주환,윤지훈,,유동윤,방지영,김선희,정일우,고성희,유노윤호,서예지,,,,,
마마,로맨스,가족,2014-08-02,2014-10-19,"토, 일",오후 10:00,24,mbc,전설의 마녀,시한부 선고를 받은 싱글맘 여주인공이 세상에 홀로 남겨질 아들에게 가족을 만들어주기 위해 옛 남자의 아내와 역설적인 우정을 나누는 이야기,김상협,,,유윤경,,,송윤아,정준호,문정희,홍종현,,,,,
마이 시크릿 호텔,,,2014-08-18,2014-10-14,"월, 화",오후 11:00,16,tvn,라이어 게임,대한민국 최고의 호텔에서 새신랑과 예식 지배인으로 7년 만에 재회하게 된 전 부부 '상효'와 '해영'의 꼬일 대로 꼬인 웨딩작전과 전대미문의 살인사건을 그린 킬링 로맨스,홍종찬,,,김도현,김예리,,유인나,진이한,남궁민,이영은,,,,,
엄마의 선택,,,2014-10-12,2014-10-12,일,오후 8:45,2,sbs,,큰 잘못을 저지른 아들과 그런 아들을 감싸려는 엄마의 가슴 뭉클한 모성애를 그린 드라마,김진근,,,정도윤,,,오현경,지은성,조윤우,전노민,,,,,
왔다! 장보리,로맨스,,2014-04-05,2014-10-12,"토, 일",오후 8:45,52,mbc,,"친딸과 양딸이라는 신분의 뒤바뀜으로, 극도의 갈등 상황에 놓이게 되는 두 딸과 두 어머니의 이야기",백호민,,,김순옥,,,오연서,김지훈,이유리,오창석,,,,,
아홉수 소년,,,2014-08-29,2014-10-11,"금, 토",오후 8:40,14,tvn,미생,"아홉수에 빠진 '9세, 19세, 29세, 39세' 한지붕 네 남자의 될 것도 안되는 운 사나운 로맨스를 그린 드라마",유학찬,,,박유미,,,최로운,육성재,김영광,오정세,,,,,
잉여공주,로맨스,,2014-08-07,2014-10-09,목,오후 11:00,10,tvn,,사랑 찾아 물오른 인어공주의 서울 로맨스를 그린 로맨틱 판타지 드라마,백승룡,,,지은이,박란,김지수,조보아,온주완,송재림,박지수,,,,,
연애의 발견,로맨틱 코미디,멜로,2014-08-18,2014-10-07,"월, 화",오후 10:00,16,kbs2,내일도 칸타빌레,과거 남자친구와의 연애를 끝내고 새로운 사랑을 시작한 여자 앞에 자신의 잘못을 반성한 옛 남자친구가 돌아오며 발생하는 세 남녀의 사랑이야기를 그린 드라마,김성윤,이응복,,정현정,,,정유미,에릭,성준,윤진이,,,,,
기분 좋은 날,연속극,,2014-04-26,2014-10-05,"토, 일",오후 8:45,44,sbs,모던파머,홀로 꿋꿋하게 세 딸을 키워 낸 어머니가 번듯한 사위에게 세 딸을 시집보내기 위해 고군분투하는 이야기를 담은 홈드라마,홍성창,,,문희정,,,이상우,박세영,김미숙,황우슬혜,,,,,
황금거탑,시트콤,,2014-07-23,2014-10-01,수,오후 11:00,11,tvn,,"농촌에 대한 아날로그적 환상을 비틀면서도, 그 속에 흐르는 끈끈한 사람의 정을 특유의 비장미로 유쾌하고 따뜻하게 그린 드라마",민진기,박현주,박수원,정인환,조승희,김민석,최종훈,이용주,김호창,김재우,,,,,
엄마의 정원,연속극,,2014-03-17,2014-09-18,월~금,오후 8:55,126,mbc,압구정 백야,가족과 사랑의 소중함을 그린 드라마,노도철,권성창,,박정란,,,정유미,최태준,엄현경,고세원,,,,,
유혹,멜로,드라마,2014-07-14,2014-09-16,"월, 화",오후 10:00,20,sbs,비밀의 문,인생의 끝에 몰린 한 남자가 거부할 수 없는 매혹적인 제안을 받고 돌이킬 수 없는 선택을 하면서 이어지는 관계 속에서 진정한 사랑의 의미를 찾아가는 네 남녀의 예측불허 사랑이야기를 담은 멜로드라마,박영수,,,한지훈,,,최지우,권상우,박하선,이정진,,,,,
"괜찮아, 사랑이야",의학,힐링,2014-07-23,2014-09-11,"수, 목",오후 10:00,16,sbs,내겐 너무 사랑스러운 그녀,작은 외상에는 병적으로 집착하며 호들갑을 떨지만 마음의 병은 짊어지고 살아가는 현대인들의 삶과 사랑을 되짚어보는 이야기,김규태,,,노희경,,,조인성,공효진,성동일,이광수,,,,,
운명처럼 널 사랑해,로맨틱 코미디,,2014-07-02,2014-09-04,"수, 목",오후 10:00,20,mbc,내 생애 봄날,착한 게 유일한 개성인 '부실녀'와 후세를 잇지 못해 후계자 자리를 위협받고 있는 '초현실 완벽남'이 원치 않은 결혼으로 롤러코스터 같은 인생사를 겪으며 운명 같은 사랑을 깨닫게 되는 로맨틱 코미디 드라마,이동윤,김희원,,주찬옥,조진국,,장혁,장나라,최진혁,왕지원,,,,,
조선총잡이,시대극,히어로,2014-06-25,2014-09-04,"수, 목",오후 10:00,22,kbs2,아이언맨,조선의 마지막 칼잡이가 총잡이로 거듭나 민중의 영웅이 돼가는 과정을 그린 감성액션로맨스,김정민,차영훈,,이정우,한희정,,이준기,남상미,전혜빈,한주완,,,,,
연애 말고 결혼,로맨스,,2014-07-04,2014-08-23,"금, 토",오후 8:40,16,tvn,,억지로 결혼을 강요받는 남자 주인공이 집안을 포기시킬 목적으로 절대 집안에서 허락할 것 같지 않은 지방대 출신 명품 판매장 직원을 애인으로 소개하면서 벌어지는 일을 그린 드라마,송현욱,,,주화미,,,한그루,연우진,정진운,한선화,,,,,
TV소설 순금의 땅,소설,,2014-01-06,2014-08-22,월~금,오전 9:00,163,kbs2,TV소설 일편단심 민들레,1950년대와 1970년대 경기도 연천 일대에서 인삼 사업으로 성공하는 정순금의 이야기를 그린 드라마,신현수,,,이선희,,,강예솔,강은탁,백승희,이병훈,,,,,
트로트의 연인,로맨틱 코미디,,2014-06-23,2014-08-12,"월, 화",오후 10:00,16,kbs2,연애의 발견,트로트에 재능이 있는 20대 여자가 천재 작곡가를 만나 트로트 가수로 성장하는 이야기를 그린 코믹 멜로드라마,이재상,이은진,,오선형,강윤경,,지현우,정은지,신성록,이세영,,,,,
고교처세왕,,,2014-06-16,2014-08-11,"월, 화",오후 11:00,17,tvn,마이 시크릿 호텔,18세 본부장님의 아슬아슬 이중생활을 그린 드라마,유제원,,,양희승,조성희,,서인국,이하나,이수혁,이열음,,,,,
참 좋은 시절,로맨스,멜로,2014-02-22,2014-08-10,"토, 일",오후 7:55,50,kbs2,가족끼리 왜 이래,"가난한 소년이었던 한 남자가 검사로 성공한 뒤 15년 만에 떠나왔던 고향에 돌아오게 된 이야기를 중심으로 가족의 가치와 사랑의 위대함, 내 이웃의 소중함과 사람의 따뜻함을 담아낸 드라마",김진원,,,이경희,,,이서진,김희선,옥택연,류승수,,,,,
신의 퀴즈 시즌4,의학,수사,2014-05-18,2014-08-03,일,오후 11:00,12,ocn,리셋,한국대 법의관 사무소의 엘리트 의사들이 미궁에 빠진 의문의 죽음을 추적하고 희귀병에 얽힌 미스터리를 풀어가는 과정을 그린 드라마,이민우,,,박재범,,,류덕환,윤주희,동해,김재경,,,,,
트라이앵글,멜로,액션,2014-05-05,2014-07-29,"월, 화",오후 10:00,26,mbc,야경꾼 일지,"세 형제가 불행한 일로 헤어진 후 큰 형은 경찰, 둘째는 폭력 조직원, 셋째는 부유한 집에서 자란 뒤 서로를 모른 채 만나는 이야기를 담은 드라마",유철용,최정규,,최완규,,,이범수,김재중,임시완,오연수,,,,,
호텔킹,스릴러,로맨스,2014-04-05,2014-07-27,"토, 일",오후 9:55,32,mbc,마마,어머니와 자신을 버린 아버지에 대한 한을 품은 차재완이라는 남자가 냉철하고 빈틈없는 호텔리어로 성장하는 이야기를 담은 드라마,최병길,장준호,,조은정,,,이동욱,이다해,왕지혜,임슬옹,,,,,
꽃할배 수사대,,,2014-05-09,2014-07-25,금,오후 9:50,12,tvn,,하루아침에 70대 노인으로 변한 젊은 형사들과 20대 엘리트 경찰이 원래의 몸을 되찾고 회춘하기 위해 고군분투하는 회춘 누아르,김진영,,,문선희,유남경,,이순재,변희봉,장광,김희철,,,,,
나만의 당신,연속극,,2014-01-20,2014-07-18,월~금,오후 8:30,121,sbs,청담동 스캔들,구두닦이로 정직하게 살아온 어머니 슬하에서 자란 딸이 야망에 눈이 먼 모자가 일으킨 끔찍한 사고에 휘말린 후 역경을 극복하고 재기하는 과정을 그린 드라마,김정민,,,마주희,,,이민영,정성환,송재희,한다민,,,,,
너희들은 포위됐다,로맨스,청춘,2014-05-07,2014-07-17,"수, 목",오후 10:00,20,sbs,"괜찮아, 사랑이야",강남경찰서를 배경으로 한 청춘 성장 로맨스 수사물. 단 한 번도 형사를 꿈꿔본 적 없는 4명의 1년 차 신입 형사들과 이들을 도맡게 된 명실상부 최고의 수사관인 강력반 팀장의 성장드라마,유인식,이명우,,이정선,,,이승기,차승원,고아라,안재현,,,,,
막돼먹은 영애씨 시즌13,,,2014-03-27,2014-07-10,목,오후 11:00,16,tvn,잉여공주,노처녀 캐릭터를 중심으로 대한민국 직장인의 현실을 담아낸 드라마,한상재,윤재순,박수원,명수현,한설희,백선우,김현숙,송민형,김정하,이승준,,,,,
닥터 이방인,의학,첩보,2014-05-05,2014-07-08,"월, 화",오후 10:00,20,sbs,,천재 탈북 의사가 한국 최고의 병원에서 근무하면서 의사 집단에 끼지 못하고 이방인으로 살아가는 이야기를 그린 드라마,진혁,홍종찬,,박진우,김주,,이종석,진세연,박해진,강소라,,,,,
귀부인,연속극,,2014-01-13,2014-07-04,월~금,오후 8:15,114,jtbc,,여고 동창이라는 공통점 외에 입주 가정부의 딸과 재벌이라는 너무도 다른 삶의 배경과 개성을 지닌 두 여자의 사랑과 우정을 그린 작품,한철수,선우영건,,호영옥,,,서지혜,박정아,현우성,정성운,,,,,
"12년만의 재회 : 달래 된, 장국",,,2014-03-22,2014-06-29,"토, 일",오후 8:45,26,jtbc,,"2002년 월드컵 당시 고3 커플이었던 준수와 장국은 하룻밤 불장난으로 임신이 되고, 그로 인해 풍비박산이 난 두 집안이 12년 만에 다시 재회하게 되는 에피소드를 그린 드라마",윤재원,김도형,,김이경,,,이소연,남궁민,김시후,이태임,,,,,
정도전,사극,,2014-01-04,2014-06-29,"토, 일",오후 9:40,50,kbs1,,고려에서 조선으로 교체되는 시기에 새 왕조 조선을 설계한 정도전의 이야기,강병택,이재훈,,정현민,,,조재현,유동근,박영규,서인석,,,,,
불꽃속으로,,,2014-04-25,2014-06-28,"금, 토",오후 11:00,20,tv조선,,일제 강점기와 한국전쟁으로 인한 빈곤과 절망을 딛고 경제 발전을 위해 종합제철소를 건설하려는 주인공과 엇갈린 운명으로 적이 될 수밖에 없었던 인물들의 처절하고 뜨거운 사랑과 야망을 그린 드라마,김상래,,,이한호,,,최수종,손태영,류진,최철호,,,,,
개과천선,법정,,2014-04-30,2014-06-26,"수, 목",오후 10:00,16,mbc,운명처럼 널 사랑해,"거대 로펌의 에이스 변호사인 김석주가 우연한 사고로 기억을 잃은 뒤, 자신이 살아왔던 삶을 되돌아보고 사건을 수임하며 새로운 인생을 살게 되는 휴먼 법정드라마",박재범,오현종,,최희라,,,김명민,박민영,김상중,채정안,,,,,
갑동이,범죄,,2014-04-11,2014-06-21,"금, 토",오후 8:40,20,tvn,연애 말고 결혼,화성 연쇄살인 사건을 모티브로 한 일탄 연쇄살인 사건을 다루는 수사물 드라마,조수원,,,권음미,,,윤상현,김민정,성동일,이준,,,,,
골든 크로스,미스터리,서스펜스,2014-04-09,2014-06-19,"수, 목",오후 10:00,20,kbs2,조선총잡이,음모에 휘말려 가족을 잃은 남자의 복수극을 그린 드라마,홍석구,이진서,,유현미,,,김강우,이시영,엄기준,한다감,,,,,
빅맨,,,2014-04-28,2014-06-17,"월, 화",오후 10:00,16,kbs2,트로트의 연인,"고아로 자라 밑바닥 인생을 살았던 한 남자가 재벌 그룹의 장남이라는 새 삶을 얻었지만, 그로 인해 다치고 부서지며 자신과 자신이 지켜야 할 소중한 사람을 위해 세상의 부조리에 맞서는 이야기를 그린 작품",지영수,,,최진원,,,강지환,이다희,최다니엘,정소민,,,,,
엔젤아이즈,로맨스,,2014-04-05,2014-06-15,"토, 일",오후 9:55,20,sbs,끝없는 사랑,아픈 가족사 때문에 첫 사랑을 떠나보낸 남녀 주인공이 12년 후 재회하면서 벌어지는 이야기,박신우,,,윤지련,,,이상윤,구혜선,김지석,정진영,,,,,
마녀의 연애,로맨스,,2014-04-14,2014-06-10,"월, 화",오후 11:00,16,tvn,,"단지 결혼을 '안 한 것'뿐인 자발적 싱글, 자타칭 '마녀' 반지연과 그녀에게 느닷없이 찾아온 '산타'같은 연하남 윤동하의 팔자극복 로맨스 ",이정효,윤지훈,,이선정,반기리,,엄정화,박서준,한재석,정연주,,,,,
천상여자 (天上女子),,,2014-01-06,2014-06-02,월~금,오후 7:50,103,kbs2,뻐꾸기 둥지,성녀가 되고 싶었으나 복수를 위해 악을 선택한 여자와 망나니 재벌 3세로 살고 싶었으나 그녀를 향한 사랑으로 인해 그녀의 악까지도 끌어안는 남자의 뜨거운 사랑을 그린 멜로드라마,어수선,유종선,,이혜선,안소민,,윤소이,박정철,문보령,권율,,,,,
플루토 비밀결사대,추리,,2014-02-07,2014-05-23,금,오후 6:30,16,ebs1,,마을과 학교에서 일어나는 일련의 사건을 어린이다운 발상과 추리력으로 풀어내가며 세상과 소통하고 성장해 나가는 추리 수사물,이호,빈정현,,이유선,,,김지민,윤찬영,탕준상,유준,,,,,
밀회,뮤지컬,멜로,2014-03-17,2014-05-13,"월, 화",오후 9:50,16,jtbc,,성공을 위해 앞만 바라보고 달려온 예술재단 기획실장 오혜원과 자신의 재능을 모르고 살아온 천재 피아니스트 이선재의 음악적 교감과 애틋한 사랑을 그린 멜로 드라마,안판석,,,정성주,,,김희애,유아인,박혁권,심혜진,,,,,
쓰리 데이즈,미스터리,서스펜스,2014-03-05,2014-05-01,"수, 목",오후 10:00,16,sbs,너희들은 포위됐다,전용 별장으로 휴가를 떠난 대통령이 실종되어 사라진 대통령을 찾아 사건을 추적하는 경호원과 대통령의 긴박한 내용을 그린 드라마,신경수,,,김은희,,,박유천,손현주,박하선,소이현,,,,,
앙큼한 돌싱녀,로맨틱 코미디,,2014-02-27,2014-04-24,"수, 목",오후 10:00,16,mbc,개과천선,이혼 후 백마 탄 돌싱남과의 로맨스를 꿈꾸지만 매번 실패를 거듭하던 중 재벌이 되어 돌아온 전 남편과 다시 사랑을 시작하려는 돌싱녀 나애라의 앙큼하고도 처절한 작업기를 다룬 코믹 멜로드라마,고동선,정대윤,,이하나,최수영,,주상욱,이민정,김규리,서강준,,,,,
신의 선물 - 14일,미스터리,서스펜스,2014-03-03,2014-04-22,"월, 화",오후 10:00,16,sbs,닥터 이방인,사랑하는 아이를 되살리기 위해 시간 여행을 떠나는 엄마의 이야기를 그린 드라마,이동훈,,,최란,,,이보영,조승우,김태우,정겨운,,,,,
멘탈사수,시트콤,,2014-03-24,2014-04-14,월,오후 11:00,4,mbc m,,한 카페를 중심으로 개성 강한 여러 인물들이 만들어가는 다양한 인생의 모습을 담은 드라마,김우범,김덕진,,김덕진,김우범,주은정,김산호,송미진,시후,린지,,,,,
백년의 신부,,,2014-02-22,2014-04-12,"토, 일",오후 8:00,16,tv조선,불꽃속으로,"재벌가의 저주를 둘러싼 계략과 음모, 그리고 그 속에서 피어난 진실된 사랑을 그린 드라마",윤상호,,,백영숙,,,양진성,이홍기,양진성,남정희,,,,,
태양은 가득히,,,2014-02-17,2014-04-08,"월, 화",오후 10:00,16,kbs2,빅맨,태국에서 다이아몬드를 둘러싸고 일어난 총기 살인사건으로 인해 아버지는 물론 인생을 송두리째 잃어버린 남자와 사랑하는 약혼자를 잃은 여자의 지독한 인연을 그린 드라마,배경수,김정현,,허성혜,,,윤계상,한지혜,조진웅,김유리,,,,,
처용,범죄,,2014-02-09,2014-04-06,일,오후 11:00,10,ocn,신의 퀴즈 시즌4,귀신 보는 형사 윤처용이 도시괴담 뒤에 숨겨진 미스터리 사건을 해결해 나가는 수사극,강철우,,,홍승현,,,오지호,오지은,전효성,유승목,,,,,
응급남녀,,,2014-01-24,2014-04-05,"금, 토",오후 8:40,21,tvn,갑동이,"6년 전에 이혼했던 원수 같은 부부 오진희, 오창민이 병원 응급실에서 늦깎이 인턴으로 다시 만나 펼치는 로맨틱 코미디 드라마",김철규,,,최윤정,,,송지효,최진혁,이필모,최여진,,,,,
감격시대 : 투신의 탄생,액션,시대극,2014-01-15,2014-04-03,"수, 목",오후 10:00,24,kbs2,골든 크로스,"1930년대 중국 상하이 및 국내를 배경으로 한.중.일 낭만주먹들이 펼쳐내는 사랑과 의리, 우정의 판타지를 그린 거대한 스케일과 화려한 액션의 감성 로맨틱 느와르 드라마",김정규,안준용,,박계옥,김진수,고영오,김현중,임수향,진세연,조동혁,,,,,
강구 이야기,,,2014-03-29,2014-03-30,"토, 일",오후 8:45,2,sbs,,영덕 강구항을 배경으로 애틋한 사랑을 나누는 남녀의 이야기를 다룬 휴먼 드라마,홍성창,,,백미경,,,박주미,이동욱,신동우,전하늘,,,,,
여자만화 구두,,,2014-02-24,2014-03-25,"월, 화",오후 3:30,10,sbs plus,,사랑을 두려워하는 스물넷 여자 신지후와 사랑을 믿지 못하는 스물여덟 남자 오태수의 사내 연애 이야기,안길호,민연홍,,이미림,,,한승연,홍종현,정가은,윤종훈,,,,,
미미,로맨스,,2014-02-21,2014-03-14,금,오후 11:00,4,mnet,,시공을 초월해 운명이 뒤바뀐 남녀의 아름답지만 애틋한 첫 사랑을 소재로 한 드라마,송창수,,,서유선,,,최강창민,문가영,신현빈,정지순,,,,,
우리가 사랑할 수 있을까,,,2014-01-06,2014-03-11,"월, 화",오후 9:45,20,jtbc,밀회,"40대를 바라보는 이혼녀, 노처녀, 전업주부 세 여자의 이야기",김윤철,,,박민정,,,유진,엄태웅,김유미,최정윤,,,,,
로맨스가 필요해 시즌3,로맨스,,2014-01-13,2014-03-04,"월, 화",오후 9:40,16,tvn,마녀의 연애,"연애와 일, 사랑과 성공. 두 가지 모두를 쟁취하기 위해 고군분투하는 30대 여자들의 진짜 로맨틱 스토리를 그린 드라마",장영우,,,정현정,,,김소연,성준,남궁민,왕지원,,,,,
시월의 어느 멋진 날에,,,2014-02-01,2014-02-02,"토, 일",오후 8:45,2,sbs,,부부의 말년 인생정리와 함께 아내의 버킷리스트를 남편이 실천해가면서 느끼고 깨달아가는 과정을 담은 드라마,박신우,,,김미경,,,이덕화,김해숙,,,,,,,
파랑새는 있다,,,2014-01-31,2014-02-02,"금, 토",오후 8:30,3,tv조선,,"심리치료사 닥터오가 매 회 학교폭력, 비정규직 문제, 자살, 하우스 푸어, 치정사건 등 현실적인 문제를 안고 사는 사람들의 이야기와 직면하게 되고 사연의 주인공에게 희망과 메시지를 전달하는 모습을 그려갈 옴니버스 형식의 드라마",손희창,,,허승민,,,고주원,최재원,이선진,윤,,,,,
스무살,로맨스,,2014-01-06,2014-01-07,"월, 화",오후 9:40,4,tvn,,"어느 날 혜림 앞에 나타난 중학교 동창이자 아이돌 멤버 기광, 스무 살 두 남녀의 두근두근 로맨스를 담은 4부작 UHD 드라마",황준혁,,,김윤주,이상희,,이기광,이다인,,,,,,,
빛나는 로맨스,연속극,,2013-12-23,2014-06-20,월~금,오후 7:15,122,mbc,소원을 말해봐,남편으로부터 위장이혼을 당하고 긍정적인 마음가짐으로 씩씩하게 인생을 살아가는 여주인공의 이야기,신현창,정지인,,서현주,,,이진,박윤재,조안,허정은,,,,,
사랑은 노래를 타고,,,2013-11-04,2014-06-06,월~금,오후 8:25,151,kbs1,고양이는 있다,개인주의적인 세태 속에서 가족 간의 고마움을 알아가며 타인에게 준 상처를 반성해가는 세 가족의 이야기,이덕건,,,홍영희,,,김다솜,백성현,황선희,김형준,,,,,
잘 키운 딸 하나,연속극,,2013-12-02,2014-05-30,월~금,오후 7:20,122,sbs,사랑만 할래,수백 년간 간장을 만들어 온 가문에서 태어난 넷째 딸이 형편 때문에 남장을 하게 되면서 벌어지는 이야기,조영광,,,윤영미,,,박한별,이태곤,정은우,윤유선,,,,,
감자별 2013QR3,시트콤,,2013-09-23,2014-05-15,월~목,오후 8:50,120,tvn,,2013년 어느 날 지구로 날아온 의문의 행성 '감자별' 때문에 벌어지는 노씨 일가의 좌충우돌 멘붕 스토리를 담은 시트콤,김병욱,김정식,조찬주,이영철,이광재,장진아,이순재,노주현,금보라,고경표,,,,,
기황후,사극,,2013-10-28,2014-04-29,"월, 화",오후 10:00,51,mbc,트라이앵글,원나라의 지배자로 군림하는 고려 여인의 사랑과 투쟁을 다룬 이야기,한희,이성준,,장영철,정경순,,하지원,주진모,지창욱,백진희,,,,,
내 손을 잡아,연속극,,2013-10-07,2014-04-04,월~금,오전 7:50,130,mbc,모두 다 김치,어머니를 죽인 살인자라는 누명을 쓰고 모든 것을 빼앗긴 한 여자가 현실과 당당하게 싸우면서 진실과 행복을 찾아가는 이야기,최은경,이계준,,홍승희,,,박시은,이재황,진태현,배그린,,,,,
사랑해서 남주나,,,2013-09-28,2014-03-30,"토, 일",오후 8:45,50,mbc,왔다! 장보리,"인생의 황혼기에서 새로운 로맨스를 꿈꾸는 이들과, 좌충우돌 부딪히며 성장해 나가는 청춘들의 사랑, 가족 이야기를 담은 드라마",김남원,최병길,,최현경,,,박근형,차화연,이상엽,홍수현,,,,,
세 번 결혼하는 여자,가족,,2013-11-09,2014-03-30,"토, 일",오후 9:55,40,sbs,엔젤아이즈,한 어머니와 두 딸의 집안을 중심으로 펼쳐지는 이야기,손정현,,,김수현,,,이지아,엄지원,송창의,하석진,,,,,
황금무지개,가족,로맨스,2013-11-02,2014-03-30,"토, 일",오후 9:55,41,mbc,호텔킹,"운명의 수레바퀴가 연결 지어준 일곱 남매의 인생 여정기, 그들의 사랑과 야망을 그린 드라마",강대선,이재진,,손영목,차이영,,유이,정일우,이재윤,차예련,,,,,
열애,연속극,,2013-09-28,2014-03-23,"토, 일",오후 8:45,47,sbs,기분 좋은 날,부모 세대의 갈등과 운명으로 인해 비극을 겪게 되는 세 남녀의 애절한 사랑과 치열한 성공을 다룬 드라마,배태섭,,,박예경,,,전광렬,황신혜,전미선,성훈,,,,,
맏이,연속극,,2013-09-14,2014-03-16,"토, 일",오후 8:45,54,jtbc,"12년만의 재회 : 달래 된, 장국",1960년대를 배경으로 일찍 부모를 여읜 오남매의 맏이가 동생들을 사회적으로 성공한 인물로 키워내는 이야기,이관희,,,김정수,,,윤정희,재희,오윤아,박재정,,,,,
"제왕의 딸, 수백향",사극,로맨스,2013-09-30,2014-03-14,월~금,오후 8:55,108,mbc,엄마의 정원,"백제 무령왕의 딸 수백향의 일대기를 다룬 사극으로, 백제국의 파란만장한 가족사와 그들의 처절한 사랑 이야기를 담아낸 드라마",이상엽,최준배,,황진영,,,서현진,서우,조현재,전태수,,,,,
식샤를 합시다,,,2013-11-28,2014-03-13,목,오후 11:10,16,tvn,막돼먹은 영애씨 시즌13,"3년 차 이혼녀가 혼자 살면서 겪게 되는 에피소드와 그녀 주변에 있는 이혼남녀, 싱글남녀의 혼자 사는 이야기를 그린 드라마",박준화,,,임수미,,,이수경,윤두준,윤소희,심형탁,,,,,
별에서 온 그대,SF,로맨틱 코미디,2013-12-18,2014-02-27,"수, 목",오후 10:00,21,sbs,쓰리 데이즈,400년 전 지구에 떨어진 외계남 도민준과 왕싸가지 한류여신 톱스타 천송이의 기적과도 같은 달콤 발랄 로맨스,장태유,,,박지은,,,전지현,김수현,박해진,유인나,,,,,
미스코리아,,,2013-12-18,2014-02-26,"수, 목",오후 10:00,20,mbc,앙큼한 돌싱녀,1997년을 배경으로 위기에 처한 화장품 회사원들이 자신의 고교 시절 전교생의 퀸카였던 그녀를 미스코리아로 만드는 이야기,권석장,,,서숙향,,,이선균,이연희,이미숙,이성민,,,,,
푸른거탑 리턴즈,시트콤,,2013-11-27,2014-02-26,수,오후 11:00,14,tvn,,군대를 배경으로 '말년 병장'을 비롯한 분대원들이 그리는 좌충우돌 군대 이야기,민진기,,,김기호,이광근,서동범,최종훈,김재우,김호창,정진욱,,,,,
따뜻한 말 한마디,가족,로맨스,2013-12-02,2014-02-24,"월, 화",오후 10:00,20,sbs,신의 선물 - 14일,모든 상처와 장애를 끌어안고 가정을 지키기 위해 아슬아슬 외줄 타기를 하는 두 부부의 갈등을 리얼하게 다루며 복잡 미묘한 결혼생활의 현실을 그리는 드라마,최영훈,,,하명희,,,한혜진,지진희,김지수,이상우,,,,,
왕가네 식구들,,,2013-08-31,2014-02-16,"토, 일",오후 7:55,50,kbs2,참 좋은 시절,"3대가 함께 생활하는 왕씨 가족을 중심으로 부부간의 갈등, 부모의 편애에 대한 자식들의 갈등 등을 그린 드라마",진형욱,,,문영남,,,장용,김해숙,오현경,조성하,,,,,
총리와 나,로맨스,,2013-12-09,2014-02-04,"월, 화",오후 10:00,17,kbs2,태양은 가득히,엄마의 빈자리가 있었던 총리 가족에게 새엄마가 생기는 과정을 담은 로맨틱 코미디 드라마,이소연,,,김은희,윤은경,,이범수,윤아,윤시윤,채정안,,,,,
두 여자의 방,연속극,,2013-08-05,2014-01-17,월~금,오전 8:30,119,sbs,나만의 당신,"친구라 믿었던 여자의 비뚤어진 욕망으로 인해 모든 것을 잃은 여자가 자신의 방과 남자, 가족을 되찾기 위해 벌이는 처절한 복수 드라마",이명우,,,설경은,,,박은혜,왕빛나,강지섭,강경준,,,,,
더 이상은 못 참아,연속극,,2013-08-05,2014-01-09,월~금,오후 8:15,111,jtbc,귀부인,"황혼이혼을 앞둔 황종갑과 길복자를 통해 사라져가는 부부 윤리와 가족 윤리, 외적 풍요 속 안위에만 파묻힌 상실의 시대에 진정한 부부사랑이란 무엇인지를 하나씩 파헤쳐나가는 드라마",이민철,윤재원,,,,,백일섭,선우용여,이영은,김진우,,,,,
예쁜 남자,로맨틱 코미디,,2013-11-20,2014-01-09,"수, 목",오후 10:00,16,kbs2,감격시대 : 투신의 탄생,국보급 비주얼과 마성을 지닌 예쁜 남자 독고마테가 대한민국 상위 1% 성공녀 10인방의 여심을 훔치면서 얻은 노하우를 통해 진정한 '예쁜 남자'로 성장해가는 과정을 보여주는 마테성공백서 드라마,이재상,정정화,신용휘,유영아,,,장근석,아이유,이장우,한채영,,,,,
